15,922,1
393,243,1
58,309,1
120,164,1
433,922,1
668,988,1
423,1166,1
175,407,1
588,374,1
431,430,1
101,256,1
240,108,1
694,330,1
420,739,1
401,408,1
182,460,1
125,256,1
443,256,1
537,271,1
499,241,1
85,493,1
686,278,1
128,271,1
292,940,1
190,150,1
662,26,1
310,1168,1
672,1167,1
444,194,1
120,84,1
384,78,1
569,26,1
595,720,1
257,394,1
228,12,1
153,73,1
455,374,1
509,150,1
627,922,1
423,1167,1
474,246,1
599,394,1
35,461,1
694,368,1
203,73,1
15,430,1
133,994,1
101,326,1
582,426,1
41,317,1
189,457,1
268,689,1
389,1375,1
156,302,1
537,696,1
573,317,1
564,60,1
343,366,1
58,194,1
426,142,1
329,256,1
446,207,1
123,613,1
651,124,1
678,256,1
669,922,1
135,285,1
30,58,1
97,574,1
455,461,1
123,328,1
382,311,1
575,48,1
298,218,1
595,67,1
16,430,1
532,573,1
393,358,1
565,527,1
46,1180,1
165,185,1
624,83,1
356,665,1
138,998,1
451,362,1
550,248,1
465,164,1
603,98,1
110,71,1
271,322,1
672,987,1
572,418,1
327,10,1
308,426,1
68,482,1
154,366,1
616,368,1
392,139,1
116,546,1
232,291,1
580,362,1
628,138,1
433,311,1
196,512,1
573,742,1
406,102,1
194,394,1
441,696,1
181,430,1
309,459,1
682,73,1
668,989,1
58,12,1
23,424,1
523,988,1
321,183,1
367,475,1
616,322,1
668,1167,1
120,461,1
329,164,1
433,183,1
643,108,1
526,186,1
130,49,1
506,322,1
371,83,1
616,330,1
433,1186,1
442,442,1
12,1169,1
341,108,1
561,681,1
523,987,1
423,421,1
251,201,1
316,256,1
289,164,1
92,461,1
332,99,1
138,993,1
314,1029,1
371,12,1
530,144,1
175,1174,1
473,295,1
311,591,1
71,244,1
520,26,1
236,25,1
251,814,1
19,119,1
306,988,1
170,916,1
553,242,1
271,993,1
671,26,1
603,394,1
617,423,1
175,288,1
302,12,1
524,139,1
43,1168,1
410,183,1
322,442,1
396,1166,1
35,223,1
579,636,1
587,459,1
325,358,1
183,987,1
317,326,1
48,374,1
316,288,1
145,435,1
640,315,1
694,288,1
504,648,1
251,10,1
363,67,1
251,150,1
552,48,1
599,98,1
50,330,1
455,263,1
120,561,1
60,311,1
25,1149,1
588,309,1
346,288,1
511,240,1
310,987,1
695,120,1
121,614,1
100,442,1
593,183,1
95,459,1
523,989,1
677,165,1
317,194,1
332,175,1
607,71,1
641,98,1
449,278,1
292,993,1
415,33,1
46,1176,1
69,278,1
97,10,1
678,12,1
694,165,1
101,461,1
6,124,1
357,916,1
88,150,1
616,194,1
444,326,1
520,49,1
93,243,1
40,296,1
637,18,1
20,538,1
144,71,1
50,12,1
579,545,1
544,278,1
87,374,1
185,328,1
580,278,1
499,998,1
89,440,1
564,232,1
2,170,1
616,328,1
315,289,1
138,380,1
680,765,1
340,165,1
130,322,1
639,605,1
312,164,1
93,232,1
654,246,1
561,48,1
623,290,1
564,326,1
343,328,1
97,119,1
650,423,1
575,407,1
694,223,1
148,83,1
528,1202,1
377,423,1
48,26,1
523,460,1
255,389,1
382,1183,1
624,368,1
132,1202,1
143,994,1
638,985,1
164,185,1
184,430,1
537,34,1
176,114,1
433,1185,1
626,256,1
0,75,1
477,435,1
310,1169,1
689,276,1
42,203,1
669,366,1
398,243,1
584,48,1
60,197,1
637,13,1
128,58,1
505,108,1
120,139,1
389,435,1
251,528,1
206,330,1
325,442,1
93,1173,1
523,1168,1
48,175,1
101,435,1
524,49,1
290,423,1
396,987,1
120,221,1
271,407,1
575,328,1
433,1184,1
168,549,1
13,98,1
567,328,1
537,279,1
25,102,1
221,654,1
35,374,1
175,430,1
272,435,1
339,246,1
541,241,1
141,13,1
569,288,1
340,164,1
466,175,1
370,43,1
496,253,1
322,358,1
72,278,1
631,483,1
264,243,1
368,19,1
483,940,1
616,49,1
225,288,1
521,1010,1
458,165,1
93,256,1
97,150,1
183,71,1
261,428,1
294,394,1
14,264,1
324,288,1
499,621,1
671,232,1
292,203,1
85,460,1
188,1138,1
596,421,1
683,64,1
185,165,1
559,459,1
229,459,1
252,288,1
204,10,1
299,1506,1
43,421,1
499,1151,1
644,242,1
458,98,1
588,435,1
299,1508,1
561,98,1
111,10,1
171,435,1
631,7,1
437,435,1
135,14,1
278,459,1
90,358,1
191,194,1
291,584,1
429,335,1
225,322,1
374,279,1
271,232,1
275,1154,1
62,135,1
93,407,1
74,460,1
220,640,1
125,358,1
228,278,1
61,48,1
477,12,1
264,358,1
346,164,1
171,288,1
550,505,1
422,459,1
574,366,1
206,12,1
225,165,1
624,309,1
10,494,1
234,852,1
291,986,1
219,108,1
175,26,1
524,288,1
520,322,1
16,243,1
85,985,1
184,278,1
123,164,1
433,1187,1
170,394,1
677,256,1
588,326,1
626,223,1
514,459,1
15,924,1
32,288,1
630,560,1
176,237,1
432,48,1
428,461,1
454,374,1
694,435,1
394,364,1
549,366,1
138,997,1
444,394,1
347,452,1
310,71,1
539,1202,1
202,243,1
521,613,1
349,101,1
661,641,1
199,857,1
618,16,1
344,237,1
93,322,1
206,435,1
454,263,1
550,452,1
545,265,1
631,113,1
301,33,1
46,1178,1
275,589,1
659,81,1
62,696,1
393,442,1
183,989,1
302,288,1
283,136,1
96,243,1
675,89,1
332,366,1
389,621,1
268,635,1
15,278,1
526,315,1
607,988,1
546,317,1
165,186,1
597,435,1
146,49,1
580,206,1
672,1166,1
382,514,1
383,102,1
260,67,1
433,1183,1
324,328,1
19,744,1
227,124,1
101,561,1
0,112,1
581,460,1
48,83,1
407,60,1
329,461,1
704,358,1
292,997,1
58,435,1
143,248,1
694,461,1
333,89,1
588,407,1
569,278,1
477,366,1
659,16,1
548,279,1
396,1169,1
93,430,1
165,360,1
469,102,1
580,225,1
123,394,1
48,326,1
523,1167,1
433,853,1
340,221,1
194,98,1
268,258,1
299,1505,1
245,164,1
437,362,1
373,49,1
183,302,1
101,139,1
473,188,1
573,460,1
133,940,1
346,368,1
593,311,1
185,435,1
597,223,1
160,309,1
614,459,1
148,223,1
131,175,1
233,10,1
634,497,1
138,994,1
529,223,1
16,358,1
662,322,1
495,119,1
549,430,1
330,430,1
126,273,1
7,459,1
299,985,1
420,289,1
23,6,1
58,326,1
123,326,1
441,279,1
291,362,1
275,448,1
346,256,1
64,108,1
457,459,1
49,223,1
579,624,1
176,43,1
340,374,1
569,49,1
172,206,1
310,1166,1
277,164,1
93,165,1
672,302,1
101,26,1
46,315,1
83,402,1
597,83,1
413,95,1
461,10,1
361,144,1
225,26,1
347,460,1
183,1170,1
623,460,1
292,996,1
115,1145,1
698,497,1
495,140,1
306,1168,1
76,358,1
110,1168,1
381,989,1
388,1166,1
251,1015,1
581,985,1
226,783,1
285,185,1
180,140,1
529,45,1
431,322,1
225,139,1
404,459,1
507,922,1
12,273,1
133,248,1
370,114,1
214,242,1
546,1381,1
148,164,1
405,10,1
368,119,1
428,442,1
148,330,1
261,150,1
371,326,1
31,114,1
16,26,1
254,276,1
697,1011,1
374,546,1
48,221,1
121,859,1
588,12,1
24,49,1
502,636,1
430,141,1
12,1167,1
293,73,1
691,243,1
356,745,1
101,309,1
550,998,1
2,453,1
680,696,1
624,194,1
140,380,1
366,124,1
64,322,1
340,328,1
123,98,1
391,320,1
151,475,1
262,400,1
120,379,1
259,988,1
188,150,1
506,26,1
160,256,1
429,346,1
283,417,1
294,98,1
564,194,1
61,426,1
459,99,1
271,248,1
546,48,1
542,185,1
344,150,1
544,366,1
228,164,1
238,1162,1
183,273,1
429,34,1
206,240,1
101,164,1
607,460,1
611,424,1
597,194,1
564,309,1
546,1382,1
594,854,1
597,326,1
85,472,1
423,1170,1
564,278,1
58,164,1
58,165,1
228,49,1
78,34,1
616,407,1
550,993,1
148,461,1
14,269,1
138,1202,1
35,263,1
424,127,1
292,995,1
183,1168,1
524,322,1
255,526,1
668,1166,1
573,625,1
83,248,1
23,546,1
552,98,1
354,581,1
255,433,1
292,430,1
361,922,1
441,1150,1
242,613,1
444,164,1
137,418,1
130,139,1
700,28,1
499,380,1
276,315,1
151,472,1
567,309,1
393,203,1
431,108,1
60,183,1
110,1167,1
297,115,1
388,989,1
211,124,1
546,2,1
101,194,1
622,2,1
627,924,1
183,1167,1
424,427,1
376,232,1
148,309,1
329,374,1
50,435,1
80,117,1
595,457,1
92,374,1
183,460,1
406,1148,1
122,67,1
509,429,1
72,430,1
12,1166,1
27,189,1
268,495,1
616,83,1
431,278,1
663,459,1
379,442,1
120,12,1
623,452,1
374,696,1
616,374,1
624,374,1
460,421,1
154,278,1
22,181,1
412,394,1
381,988,1
396,460,1
579,247,1
144,989,1
388,1169,1
122,73,1
428,175,1
502,33,1
436,115,1
110,989,1
23,279,1
567,430,1
458,461,1
696,243,1
388,988,1
36,426,1
4,430,1
597,328,1
174,48,1
5,33,1
368,140,1
217,440,1
325,243,1
271,1151,1
368,1502,1
442,243,1
19,1203,1
378,261,1
564,288,1
201,49,1
496,610,1
340,326,1
334,319,1
570,366,1
43,1167,1
125,309,1
242,165,1
575,288,1
495,10,1
592,98,1
423,1169,1
356,1172,1
172,259,1
388,421,1
86,144,1
144,1167,1
49,309,1
68,1055,1
424,362,1
692,58,1
244,150,1
302,256,1
99,145,1
654,278,1
546,238,1
146,322,1
569,583,1
539,509,1
616,232,1
660,246,1
560,119,1
573,238,1
101,232,1
597,288,1
271,26,1
10,423,1
351,58,1
685,394,1
588,330,1
616,164,1
442,358,1
62,102,1
75,185,1
631,523,1
281,185,1
